RU	EN	LEN	ROW	TIME
	I don't need to trip out on no acid.	36	1796	01:55:36a
	My booze don't need no buddy.	29	1797	01:55:38a
	Oh.	03	1798	01:55:39a
	Here I come.	12	1799	01:55:39b
	Mm.	03	1800	01:55:44a
	What's the trouble, corporal?	29	1801	01:55:46a
	There's a truck tailing us, sir.	32	1802	01:55:51a
	It might be a farmer in a hurry to get someplace.	49	1803	01:55:56a
	Fine.	05	1804	01:55:57a
	Well, take it as fast as you can.	33	1805	01:56:00a
	Yes, sir.	09	1806	01:56:04a
	That PCH?	09	1807	01:56:06a
	Yeah, yeah.	11	1808	01:56:06b
	Malibu.	07	1809	01:56:09a
	Puerco Canyon or some shit.	27	1810	01:56:09b
	I don't know.	13	1811	01:56:17a
	Uh-oh.	06	1812	01:56:17b
	Here comes trouble.	19	1813	01:56:23a
	Boom.	05	1814	01:56:23b
	Ha, ha.	07	1815	01:56:24a
	Man.	04	1816	01:56:24b
	Right in the face.	18	1817	01:56:38a
	That was a smooth leap.	23	1818	01:56:40a
	Thank you.	10	1819	01:56:44a
	Dead number two.	16	1820	01:56:53a
	I like that shot.	17	1821	01:56:55a
	That guy's a fucking prick.	27	1822	01:57:04a
	That's Bobby Hogan.	19	1823	01:57:04b
	Good guy.	09	1824	01:57:15a
	All right, get ready for my big F.B.I.	38	1825	01:57:15b
	moment.	07	1826	01:57:18a
	They're all dead, babe.	23	1827	01:57:18b
	Good.	05	1828	01:57:29a
	Michael Murtaugh.	17	1829	01:57:30a
	The F.B.I.	10	1830	01:57:30b
	Michael Murtaugh.	17	1831	01:57:32a
	Buongiorno, Sergio.	19	1832	01:57:34a
	Turn on Channel 7.	18	1833	01:57:36a
	ABC.	04	1834	01:57:37a
	F.B.I.	06	1835	01:57:39a
	I'm watching your Nebraska Jim as we speak.	43	1836	01:57:42a
	Philip Abbott, William Reynolds.	32	1837	01:57:47a
	With guest stars James Farentino, Rick Dalton...	48	1838	01:57:52a
	Like the chewing gum?	21	1839	01:57:54a
	Norman Fell.	12	1840	01:57:54b
	Strong.	07	1841	01:57:56a
	Tonight's episode.	18	1842	01:57:58a
	All the Streets Are Silent.	27	1843	01:58:00a
	Except when Rick Dalton's got a fucking shotgun,	48	1844	01:58:03a
	I'll tell you that.	19	1845	01:58:03b
	You're goddamn right.	21	1846	01:58:05a
	New Ford Cortina.	17	1847	01:58:27a
	Well, that looks delicious.	27	1848	01:58:28a
	Thank you.	10	1849	01:58:28b
	Enjoy, sir.	11	1850	01:58:30a
	Mm-mm-mm-mm...	14	1851	01:58:30b
	Mmm.	04	1852	01:58:36a
	After that Musso & Frank's lunch meeting,	41	1853	01:58:42a
	Marvin did provide Rick job opportunities in the Italian film industry.	71	1854	01:58:42b
	Rick Dalton, Marvin Schwarz here.	33	1855	01:58:42c
	Hold on.	08	1856	01:58:46a
	Hennessy X.O on the rocks.	26	1857	01:58:48a
	Yes, Mr. Schwarz.	17	1858	01:58:49a
	Two words.	10	1859	01:58:51a
	Nebraska Jim, Sergio Corbucci.	30	1860	01:58:53a
	N-Nebraska what?	16	1861	01:58:55a
	Sergio who?	11	1862	01:58:56a
	Sergio Corbucci.	16	1863	01:58:58a
	A-and who's that?	17	1864	01:59:00a
	The second-best director of Spaghetti Westerns in the whole wide world.	71	1865	01:59:03a
	He's doing a new Western.	25	1866	01:59:03b
	It's called Nebraska Jim.	25	1867	01:59:07a
	And because of me, he's considering you.	40	1868	01:59:09a
	Well, Rick got Nebraska Jim.	28	1869	01:59:12a
	And Rick made a rather compelling Nebraska Jim,	47	1870	01:59:21a
	existing quite nicely within Sergio Corbucci's rogues gallery of antiheroes.	76	1871	01:59:21b
	In Rome, Rick loved the paparazzi and the fuss they made over him and his Nebraska Jim costar Daphna Ben-Cobo.	110	1872	01:59:28a
	All right there, paparazzos.	28	1873	01:59:28b
	All right.	10	1874	01:59:28c
	Take it easy.	13	1875	01:59:32a
	He loved the food so much that during his stay,	47	1876	01:59:36a
	Rick gained almost 15 pounds.	29	1877	01:59:36b
	But he didn't love the Italians' way of making movies.	54	1878	01:59:39a
	In fact, he thought the post-synced,	36	1879	01:59:48a
	every actor speaks their own language,	38	1880	01:59:48b
	Tower of Babel shooting style of European movies was ridiculous.	64	1881	01:59:48c
	While in Rome,	14	1882	01:59:52a
	Marvin plugged Rick into three other Italian productions.	57	1883	01:59:52b
	His second Western was Kill Me Quick,	37	1884	02:00:02a
	Ringo, Said the Gringo,	23	1885	02:00:02b
	also starring Joseph Cotten and directed by Calvin Jackson Padget,	66	1886	02:00:02c
	pseudonym for Giorgio Ferroni.	30	1887	02:00:02d
	His third was an Italian/Spanish coproduction that paired him with Telly Savalas,	81	1888	02:00:13a
	titled Red Blood,	17	1889	02:00:13b
	Red Skin, directed by Joaquín Romero Marchent and based on the Floyd Raye Wilson novel,	87	1890	02:00:13c
	The Only Good Indian Is a Dead Indian.	38	1891	02:00:17a
	And his fourth,	15	1892	02:01:07a
	a Spaghetti secret agent,	25	1893	02:01:07b
	James Bond rip-off-type flick called Operazione Dyn-O-Mite.,	60	1894	02:01:07c
	directed by Antonio Margheriti.	31	1895	02:01:07d
	Ultimately making Rick's six-month Italian sojourn fairly profitable,	69	1896	02:01:17a
	although his swank Roman apartment ate up a big chunk of his earnings.	70	1897	02:01:17b
	So as Rick returns to Hollywood via Pan Am,	43	1898	02:01:32a
	he has four new movies under his belt,	38	1899	02:01:32b
	some money in his pocket,	25	1900	02:01:32c
	and his brand-spanking-new Italian wife,	40	1901	02:01:32d
	starlet Francesca Cappucci.	27	1902	02:01:32e
	Hurtling through the air towards a new life and uncertain future,	65	1903	02:01:41a
	Rick was really not sure about what lay ahead for him.	54	1904	02:01:41b
	Way back in coach,	18	1905	02:01:50a
	working on his bottomless Bloody Mary,	38	1906	02:01:50b
	Cliff Booth returned to Los Angeles as well.	44	1907	02:01:50c
	He kept Rick company during his entire six-month stay in Italy.	63	1908	02:01:54a
	However, as the two men return home,	36	1909	02:02:00a
	they've come to an understanding.	33	1910	02:02:00b
	Well, here it goes now.	23	1911	02:02:02a
	With the, uh...	15	1912	02:02:05a
	With the new wife, I, uh...	27	1913	02:02:08a
	I just I can't afford you anymore, Cliff.	41	1914	02:02:11a
	You know?	09	1915	02:02:11b
	I can barely afford my own house anymore.	41	1916	02:02:15a
	So I think the plan is to sell the house and buy-buy a condo in-in-in Toluca Lake,	82	1917	02:02:21a
	bank the money.	15	1918	02:02:21b
	You know, live off it.	22	1919	02:02:21c
	That type of thing.	19	1920	02:02:24a
	Hopefully, I score come next pilot season.	42	1921	02:02:27a
	That's a good plan.	19	1922	02:02:28a
	Yeah.	05	1923	02:02:28b
	You know, by then,	18	1924	02:02:41a
	I'll know if I have a career or not,	36	1925	02:02:41b
	if I'm a solid Los Angeles citizen like Eddie O'Brien says,	59	1926	02:02:41c
	or if I'm one step closer to going back to Missouri.	52	1927	02:02:41d
	So when this whole European journey is over,	44	1928	02:02:48a
	I think we've, uh...	20	1929	02:02:48b
	We've reached the end of the trail, Cliff.	42	1930	02:03:01a
	So these last four Italian flicks,	34	1931	02:03:08a
	after nine years together,	26	1932	02:03:08b
	would be Rick and Cliff's final rodeo.	38	1933	02:03:08c
	Cliff doesn't have a clue what he's gonna do.	45	1934	02:03:11a
	The only thing the two men know of for sure.	44	1935	02:03:13a
	Tonight, Rick and Cliff will have a good old-fashioned drunk.	61	1936	02:03:17a
	Both men know,	14	1937	02:03:23a
	once the plane touches down in El Segundo,	42	1938	02:03:23b
	it'll be the end of an era for both of them.	44	1939	02:03:23c
	And when you come to the end of the line with a buddy who is more than a brother and a little less than a wife,	111	1940	02:04:29a
	getting blind drunk together is really the only way to say farewell.	68	1941	02:04:29b
	Here it is, honey.	18	1942	02:04:31a
	You like it?	12	1943	02:04:31b
	I love it.	10	1944	02:04:45a
	Where do you want it?	21	1945	02:04:50a
	Hello?	06	1946	02:04:52a
	Hey, it's Joanna and the baby.	30	1947	02:04:53a
	Hi.	03	1948	02:04:53b
	Come on up.	11	1949	02:05:01a
	Hi.	03	1950	02:05:02a
	Honey.	06	1951	02:05:02b
	How are you?	12	1952	02:05:05a
	My gosh, you're about to pop.	29	1953	02:05:05b
	I know.	07	1954	02:05:08a
	Oh.	03	1955	02:05:09a
	And this is the nursery.	24	1956	02:05:09b
	My God, Sharon.	15	1957	02:05:12a
	It's perfect.	13	1958	02:05:12b
	Do you love it?	15	1959	02:05:14a
	Little shoes.	13	1960	02:05:15a
	I know.	07	1961	02:05:18a
	I'm about to burst.	19	1962	02:05:20a
	I think you're gonna be a wonderful mother.	43	1963	02:05:20b
	Thank you.	10	1964	02:05:26a
	Mm.	03	1965	02:05:39a
	Thanks, Gillian.	16	1966	02:05:39b
	Bye.	04	1967	02:05:41a
	Bye, Brandy.	12	1968	02:05:47a
	Sharon had two friends move into the Cielo Drive residence while Roman was in London preparing his next movie.	110	1969	02:05:53a
	Voytek Frykowski,	17	1970	02:06:43a
	an old friend of Roman's from Poland,	37	1971	02:06:43b
	and his girlfriend,	19	1972	02:06:43c
	social worker Abigail Folger,	29	1973	02:06:43d
	heiress to the vast Folger coffee empire.	41	1974	02:06:43e
	That night, Sharon,	19	1975	02:06:47a
	her two houseguests and,	24	1976	02:06:47b
	all went to the West Hollywood Mexican restaurant landmark El Coyote,	69	1977	02:06:57a
	on Beverly, for dinner.	23	1978	02:06:57b
	What's going on at the dirty movie place?	41	1979	02:06:59a
	They're having a premiere.	26	1980	02:07:01a
	Dirty movies have premieres?	28	1981	02:07:03a
	Yeah.	05	1982	02:07:03b
	They're fun.	12	1983	02:07:05a
	This place is always so busy.	29	1984	02:07:05b
	I know.	07	1985	02:07:07a
	It's crazy in here.	19	1986	02:07:14a
	And right here for you.	23	1987	02:07:17a
	Gentlemen.	10	1988	02:07:17b
	Thanks.	07	1989	02:07:21a
	While closer to 8.30,	21	1990	02:07:32a
	Rick and Cliff went to the Valley Mexican restaurant landmark Casa Vega on Ventura.	83	1991	02:07:32b
	Hello.	06	1992	02:07:32c
	Welcome.	08	1993	02:07:35a
	You're welcome, sir.	20	1994	02:07:48a
	Well, if it ain't the cobra himself.	36	1995	02:07:50a
	Hey, Doug.	10	1996	02:07:50b
	What's happening?	17	1997	02:07:50c
	How you doing?	14	1998	02:07:53a
	It's good to see you.	21	1999	02:07:53b
	How's the wife?	15	2000	02:07:55a
	I'm just kidding.	17	2001	02:07:55b
	Brandy stayed behind at Rick's house,	37	2002	02:08:09a
	guarding the beautiful Italian woman asleep in her bed and waiting for Cliff and Rick to come home...	101	2003	02:08:09b
	while jet-lagged Francesca slept.	33	2004	02:08:15a
	But you just get paid for the day that you cut his hair?	56	2005	02:08:17a
	No, no, no.	11	2006	02:08:18a
	I get paid $1000 a day.	23	2007	02:08:20a
	I get paid $1000 the day I arrive.	34	2008	02:08:22a
	I get paid $1000...	19	2009	02:08:22b
	At El Coyote, margaritas and good times were had by all,	56	2010	02:08:28a
	Sharon was experiencing a touch of pregnancy-induced melancholy.	64	2011	02:08:32a
	Not only that,	14	2012	02:08:40a
	it was later reported that it was the hottest night of the year,	64	2013	02:08:40b
	and it made her feel especially pregnant in all the worst ways.	63	2014	02:08:40c
	I don't want to party anymore.	30	2015	02:08:40d
	I am tired.	11	2016	02:08:42a
	Because he got it done.	23	2017	02:08:44a
	No, it's not...	15	2018	02:08:44b
	It's not because he just got it done.	37	2019	02:08:47a
	He had just as much time as all the rest of the goddamn directors.	66	2020	02:08:50a
	What he did with that time...	29	2021	02:08:50b
	That's what counted.	20	2022	02:08:52a
	At Casa Vega, Rick and Cliff drank so much that,	48	2023	02:08:58a
	when they left,	15	2024	02:08:58b
	they left the Cadillac there and took a cab home.	49	2025	02:08:58c
	The greatest action director,	29	2026	02:09:03a
	underrated guy of all time.	27	2027	02:09:03b
	Around 10, Sharon and her friends left El Coyote and arrived back at her house.	79	2028	02:09:17a
	You've had, like, 19 margaritas.	32	2029	02:09:23a
	The four of them hung out a little longer,	42	2030	02:10:03a
	with Abigail even playing the piano for them...	47	2031	02:10:03b
	until she returned to her room,	31	2032	02:10:07a
	smoked a joint and read a book.	31	2033	02:10:07b
	That was around 11.	19	2034	02:10:28a
	At more or less the same time,	30	2035	02:10:39a
	Voytek laid on the couch watching American television and thought about how much better it was than Polish television,	118	2036	02:10:39b
	as he smoked a big joint.	25	2037	02:10:39c
	Somewhere around 11.10,	23	2038	02:10:43a
	Sharon changed into her comfy house attire.	43	2039	02:10:43b
	Feel better?	12	2040	02:10:45a
	That is drastically better.	27	2041	02:10:49a
	It was after 11.45 by the time the yellow cab dropped Rick and Cliff in front of the house.	91	2042	02:10:55a
	Thank you.	10	2043	02:10:55b
	Right here.	11	2044	02:10:57a
	All right.	10	2045	02:10:57b
	Grazie, amigo.	14	2046	02:11:00a
	How much do I owe you?	22	2047	02:11:00b
	Three dollars.	14	2048	02:11:03a
	Brandy was glad to see them return.	35	2049	02:11:05a
	Thank you, brother.	19	2050	02:11:05b
	Thanks.	07	2051	02:11:07a
	More margaritas.	16	2052	02:11:14a
	Around midnight,	16	2053	02:11:23a
	a completely drunk Rick Dalton started making a blender of frozen margaritas.	77	2054	02:11:23b
	All right.	10	2055	02:11:26a
	We're walking.	14	2056	02:11:26b
	At the same time,	17	2057	02:11:31a
	Cliff was attaching a leash to an excited Brandy's dog collar.	62	2058	02:11:31b
	I know.	07	2059	02:11:38a
	I remember you.	15	2060	02:11:40a
	A cigarette dipped in acid.	27	2061	02:11:42a
	What's that do?	15	2062	02:11:42b
	You smoke it.	13	2063	02:11:42c
	It gets you high.	17	2064	02:11:44a
	How much?	09	2065	02:11:44b
	Fifty cents.	12	2066	02:11:48a
	Hippie girl, 50 cents.	22	2067	02:11:55a
	Tonight the night?	18	2068	02:11:58a
	Why not?	08	2069	02:12:23a
	And away we go.	15	2070	02:12:27a
	Our Polish friend said it was the hottest day of the year.	58	2071	02:12:31a
	Despite the fact that he said it,	33	2072	02:13:56a
	actually, it might be true.	27	2073	02:13:56b
	Goddamn.	08	2074	02:13:59a
	Fucking private road.	21	2075	02:14:01a
	Damn property taxes up the butt.	32	2076	02:14:03a
	Goddamn.	08	2077	02:14:12a
	Bunch of goddamn fucking hippies.	33	2078	02:14:16a
	What the fuck?	14	2079	02:14:21a
	Hey, you.	09	2080	02:14:24a
	Yeah, asshole, I'm talking to you.	34	2081	02:14:28a
	What the hell do you think you're doing bringing that noisy hunk of shit around here at midnight?	97	2082	02:14:33a
	This is a private road, all right?	34	2083	02:14:36a
	Who are you?	12	2084	02:14:36b
	And who are you here to see?	28	2085	02:14:39a
	Nobody, sir.	12	2086	02:14:39b
	We just got lost and a little turned around.	44	2087	02:14:42a
	Horseshit.	10	2088	02:14:45a
	You fucking hippies came up here to smoke dope on a dark road, huh?	67	2089	02:14:49a
	Next time you want to try that,	31	2090	02:14:52a
	fix your fucking muffler.	25	2091	02:14:52b
	Look, we're really sorry we disturbed you.	42	2092	02:14:54a
	Look, chief, you don't belong here.	35	2093	02:14:56a
	Now, take this mechanical asshole and get it off my fucking street.	67	2094	02:15:14a
	Hey.	04	2095	02:15:15a
	Dennis Hopper.	14	2096	02:15:15b
	Move this fucking piece of shit.	32	2097	02:15:18a
	All right.	10	2098	02:15:18b
	Just give me a moment to turn it around.	40	2099	02:15:21a
	Drive it backwards,	19	2100	02:15:25a
	numbnuts, but fucking drive it,	31	2101	02:15:25b
	and drive it now.	17	2102	02:15:25c
	Okay.	05	2103	02:15:25d
	Stop yelling.	13	2104	02:15:26a
	Hold your horses.	17	2105	02:15:26b
	We're leaving.	14	2106	02:15:32a
	The hell are you looking at,	28	2107	02:15:36a
	you little ginger-haired fucker?	32	2108	02:15:36b
	Hey, you come around here again,	32	2109	02:15:45a
	I'm gonna call the fucking cops.	32	2110	02:15:45b
	Dirty fucking hippies.	22	2111	02:16:00a
	There in his fancy fucking house,	33	2112	02:16:03a
	thinking he's handled it.	25	2113	02:16:03b
	But he's seen us.	17	2114	02:16:03c
	He's awake.	11	2115	02:16:03d
	He's alert.	11	2116	02:16:06a
	They're all awake.	18	2117	02:16:06b
	They're listening to fucking records.	37	2118	02:16:09a
	Everybody's fucking awake.	26	2119	02:16:11a
	Look.	05	2120	02:16:12a
	What did Charlie say?	21	2121	02:16:15a
	Go to Terry's old house and kill everybody in there.	52	2122	02:16:19a
	And you heard him yourself.	27	2123	02:16:19b
	He said, Make it witchy.	24	2124	02:16:23a
	Now, he either said that, or I'm a liar.	40	2125	02:16:29a
	Now, are any one of you calling me a liar?	42	2126	02:16:33a
	Hm?	03	2127	02:16:35a
	How about you?	14	2128	02:16:37a
	Are you calling me a liar?	26	2129	02:16:40a
	No, of course not.	18	2130	02:16:42a
	Good.	05	2131	02:16:43a
	Hold it.	08	2132	02:16:44a
	Was that Rick Dalton?	21	2133	02:16:44b
	Who?	04	2134	02:16:47a
	The guy from Bounty Law.	24	2135	02:16:48a
	Who, Jake Cahill?	17	2136	02:16:48b
	Yeah.	05	2137	02:16:50a
	That guy in the robe was Jake Cahill.	37	2138	02:16:53a
	Wait a minute.	14	2139	02:16:53b
	That was fucking Jake Cahill that just yelled at me?	52	2140	02:16:57a
	He was older, but, yeah, I think so.	36	2141	02:16:59a
	So who's this Rick guy?	23	2142	02:17:00a
	Jesus Christ, Sadie, get it together.	37	2143	02:17:02a
	Rick Dalton played Jake Cahill on a cowboy show in the '50s called Bounty Law.	78	2144	02:17:06a
	Fuck you, Katie.	16	2145	02:17:08a
	Sorry I don't know the name of every fascist on TV in the '50s.	63	2146	02:17:11a
	I can't believe that asshole in the robe was Jake Cahill.	57	2147	02:17:15a
	When I was a kid, I had a Bounty Law lunch box.	47	2148	02:17:18a
	That was my favorite of all my lunch boxes.	43	2149	02:17:22a
	Dig this.	09	2150	02:17:25a
	When we've been having our trip sessions,	41	2151	02:17:29a
	I've been expanding on this one idea in my head.	48	2152	02:17:29b
	All right, dig it.	18	2153	02:17:31a
	We all grew up watching TV, you know what I mean?	49	2154	02:17:35a
	And if you grew up watching TV,	31	2155	02:17:38a
	that means you grew up watching murder.	39	2156	02:17:38b
	Mm-hm.	06	2157	02:17:39a
	Every show on TV that wasn't I Love Lucy was about murder.	58	2158	02:17:44a
	So my idea is...	16	2159	02:17:47a
	we kill the people who taught us to kill.	41	2160	02:17:52a
	I mean, where the fuck are we, man?	35	2161	02:17:53a
	We are in fucking Hollywood, man.	33	2162	02:17:56a
	The people an entire generation grew up watching kill people live here.	71	2163	02:18:00a
	And they live in pig-shit fucking luxury.	41	2164	02:18:02a
	I say fuck them.	16	2165	02:18:03a
	I say we cut their cocks off and make them eat it.	50	2166	02:18:06a
	That's a great idea, Sadie.	27	2167	02:18:11a
	You two ready to kill some piggies?	35	2168	02:18:22a
	Wait a minute.	14	2169	02:18:22b
	Shit.	05	2170	02:18:24a
	Sorry, I forgot my knife in the car.	36	2171	02:18:27a
	Can I go...?	12	2172	02:18:27b
	Can I go back and get it?	25	2173	02:18:30a
	Yeah, sure.	11	2174	02:18:30b
	Okay.	05	2175	02:18:31a
	Go on.	06	2176	02:18:31b
	Wait a minute.	14	2177	02:18:31c
	What?	05	2178	02:18:33a
	I locked the car.	17	2179	02:18:33b
	You'll need keys to get in.	27	2180	02:18:38a
	Oh.	03	2181	02:18:39a
	Right.	06	2182	02:18:39b
	Thank you.	10	2183	02:18:41a
	Okay.	05	2184	02:18:41b
	I'll be right back.	19	2185	02:18:41c
	Okay.	05	2186	02:18:44a
	Just hurry up.	14	2187	02:18:44b
	Yeah, just a little minute.	27	2188	02:18:57a
	That fucking bitch.	19	2189	02:18:59a
	Shh.	04	2190	02:18:59b
	Calm down.	10	2191	02:19:00a
	There's a fucking house right there.	36	2192	02:19:03a
	What do we do now?	18	2193	02:19:05a
	We do what we came to do.	25	2194	02:19:06a
	And when we're done, we split up and hitch home.	48	2195	02:19:09a
	Any more questions?	19	2196	02:19:10a
	Hm?	03	2197	02:19:14a
	Okay, pig killers, let's kill some piggies.	43	2198	02:19:16a
	All right.	10	2199	02:19:30a
	Someone's hungry.	17	2200	02:19:41a
	All right.	10	2201	02:19:44a
	It's feeding time.	18	2202	02:19:49a
	Brandy, couch.	14	2203	02:19:57a
	And don't you mo...	19	2204	02:20:06a
	Man.	04	2205	02:20:18a
	The train has left the station.	31	2206	02:20:27a
	Bad idea.	09	2207	02:21:28a
	Whoa.	05	2208	02:22:17a
	You go around there,	20	2209	02:22:21a
	see if there's a back entrance.	31	2210	02:22:21b
	All right?	10	2211	02:22:21c
	Go.	03	2212	02:23:09a
	Hey.	04	2213	02:23:14a
	I am doing the best I can under the circumstances.	50	2214	02:23:18a
	Now, I do not want to get into it tonight.	42	2215	02:23:30a
	Can I help you?	15	2216	02:23:39a
	Shit.	05	2217	02:23:41a
	How many other people are here?	31	2218	02:23:43a
	Just the one sleeping in the back there.	40	2219	02:23:47a
	Go get him and bring him into the living room.	46	2220	02:23:50a
	What if he says no?	19	2221	02:23:52a
	Don't take no for an answer.	28	2222	02:23:53a
	You're the one with the knife.	30	2223	02:23:53b
	Get him in here.	16	2224	02:23:58a
	Hey.	04	2225	02:24:05a
	You are real, right?	20	2226	02:24:07a
	I'm as real as a doughnut, motherfucker.	40	2227	02:24:19a
	What the fuck?	14	2228	02:24:28a
	Go to the living room.	22	2229	02:24:29a
	What is going on, huh?	22	2230	02:24:36a
	Go.	03	2231	02:24:36b
	Okay.	05	2232	02:24:36c
	Si, si.	07	2233	02:24:40a
	Who the fuck's that?	20	2234	02:24:41a
	I don't know.	13	2235	02:24:44a
	Francesca.	10	2236	02:24:51a
	What...?	08	2237	02:24:56a
	I know you.	11	2238	02:24:58a
	I know all three of you.	24	2239	02:25:01a
	Yeah.	05	2240	02:25:01b
	Spahn Ranch.	12	2241	02:25:04a
	Yeah.	05	2242	02:25:04b
	Hoo.	04	2243	02:25:08a
	I don't know your name, but I remember that hair.	49	2244	02:25:12a
	And you, I remember your white little face.	43	2245	02:25:16a
	And you were on a horsie.	25	2246	02:25:18a
	Yeah.	05	2247	02:25:19a
	You are...?	11	2248	02:25:23a
	I'm the devil,	14	2249	02:25:31a
	and I'm here to do the devil's business.	40	2250	02:25:31b
	It was dumber than that.	24	2251	02:25:31c
	Something like...	17	2252	02:25:31d
	Rex.	04	2253	02:25:34a
	God, shoot him, Tex.	20	2254	02:25:34b
	Tex.	04	2255	02:25:40a
	Fuck.	05	2256	02:25:56a
	Son of a bitch.	15	2257	02:26:36a
	Hey, you.	09	2258	02:26:40a
	How dare you come into my house, motherfucker.	46	2259	02:27:08a
	Man.	04	2260	02:28:03a
	What the fuck?	14	2261	02:28:06a
	Jesus Christ.	13	2262	02:29:24a
	Holy shit.	10	2263	02:29:29a
	Francesca.	10	2264	02:29:29b
	Francesca, honey.	17	2265	02:29:51a
	10,000 block, Cielo Drive.	26	2266	02:29:53a
	Around what time was it when you confronted the intruder?	57	2267	02:29:56a
	It was about midnight.	22	2268	02:29:58a
	Around midnight?	16	2269	02:29:58b
	Yeah.	05	2270	02:29:59a
	How do you know it was midnight?	32	2271	02:30:01a
	Well, I was, uh...	18	2272	02:30:01b
	I was in the kitchen.	21	2273	02:30:04a
	You know, I was making margaritas, and, uh...	45	2274	02:30:08a
	I heard the sound of a noisy muffler.	37	2275	02:30:09a
	I looked up at the clock.	25	2276	02:30:11a
	It said...	10	2277	02:30:11b
	The kitchen clock said midnight.	32	2278	02:30:13a
	Twelve o'clock exactly?	23	2279	02:30:15a
	I mean, it could have been 12.05.	33	2280	02:30:17a
	Something like that.	20	2281	02:30:17b
	And you didn't see them again until the woman attacked you in the pool.	71	2282	02:30:22a
	No, no.	07	2283	02:30:24a
	So, what did these perpetrators do?	35	2284	02:30:26a
	Perpetrators?	13	2285	02:30:26b
	They were hippie assholes.	26	2286	02:30:29a
	Two of them burst through the front door there,	47	2287	02:30:37a
	and the guy hippie said he was the devil.	41	2288	02:30:37b
	And he said, I'm here to...	27	2289	02:30:40a
	do some devil shit.	19	2290	02:30:42a
	That's not verbatim, but...	27	2291	02:30:45a
	Some devil shit?	16	2292	02:30:45b
	Yeah, devil shit.	17	2293	02:31:02a
	And away we go.	15	2294	02:31:07a
	Hey.	04	2295	02:31:07b
	Wait a minute.	14	2296	02:31:07c
	What hospital you going to, Cliff?	34	2297	02:31:11a
	I'll meet you there, huh?	25	2298	02:31:12a
	You don't want to meet me in no hospital.	41	2299	02:31:15a
	Why don't you go take care of your lady.	40	2300	02:31:17a
	Hey, she just took five fucking sleeping pills.	47	2301	02:31:20a
	She'll be asleep till Columbus Day.	35	2302	02:31:22a
	These guys will probably have to come out here again just to wake her ass up.	77	2303	02:31:24a
	Hey, I'm not gonna die.	23	2304	02:31:27a
	I may get a limp, but I ain't gonna die.	40	2305	02:31:29a
	It's not my time yet, man.	26	2306	02:31:29b
	All right.	10	2307	02:31:31a
	So no use waiting in some waiting room.	39	2308	02:31:33a
	Why don't you go lie naked with that fine creature.	51	2309	02:31:36a
	Come visit me tomorrow.	23	2310	02:31:38a
	Bring bagels.	13	2311	02:31:40a
	You want to do something for me, check on Brandy.	49	2312	02:31:43a
	She may be a little shook up after that.	40	2313	02:31:45a
	She may want to sleep with you.	31	2314	02:31:45b
	Are you kidding me?	19	2315	02:31:47a
	She's sleeping with Francesca right now.	40	2316	02:31:49a
	You might never get her back.	29	2317	02:31:49b
	Ha, ha.	07	2318	02:31:51a
	We got to go.	13	2319	02:31:51b
	All right, then, Cliff.	23	2320	02:31:53a
	I'll see you tomorrow, then.	28	2321	02:31:59a
	Hey.	04	2322	02:31:59b
	You're a good friend, Cliff.	28	2323	02:32:08a
	I try.	06	2324	02:32:41a
	Hello?	06	2325	02:32:44a
	Hey.	04	2326	02:32:45a
	I'm Jay Sebring.	16	2327	02:32:46a
	I'm a friend of the Polanskis.	30	2328	02:32:48a
	You're Rick Dalton, right?	26	2329	02:32:51a
	Yeah.	05	2330	02:32:51b
	I'm Rick Dalton.	16	2331	02:32:55a
	Live next door.	15	2332	02:32:55b
	I know.	07	2333	02:32:57a
	I tease Sharon that she lives next door to Jake Cahill.	55	2334	02:33:00a
	If she ever wants to put a bounty on Roman,	43	2335	02:33:05a
	she just has to go next door, right?	36	2336	02:33:05b
	No shit.	08	2337	02:33:07a
	What the fuck happened?	23	2338	02:33:09a
	Th-these fucking hippie weirdos,	32	2339	02:33:14a
	they-they-they broke into my house.	35	2340	02:33:14b
	What do you mean, like, trying to rob you?	42	2341	02:33:17a
	We don't know what the fuck they wanted.	40	2342	02:33:19a
	Were they robbing me?	21	2343	02:33:19b
	I don't know.	13	2344	02:33:21a
	Were they freaking out on some bummer trip?	43	2345	02:33:23a
	Who knows?	10	2346	02:33:23b
	But they tried to kill my wife and my buddy.	44	2347	02:33:27a
	Jesus Christ.	13	2348	02:33:27b
	Are you serious?	16	2349	02:33:27c
	Yeah, I'm fucking serious.	26	2350	02:33:30a
	Now, my buddy and his dog killed two of them,	45	2351	02:33:34a
	Well, shit.	11	2352	02:33:34b
	I torched the last one.	23	2353	02:33:37a
	Torched?	08	2354	02:33:37b
	Yeah.	05	2355	02:33:39a
	I burnt her ass to a crisp.	27	2356	02:33:41a
	How'd you do that?	18	2357	02:33:41b
	Well, believe it or not, I...	29	2358	02:33:44a
	I got a flamethrower in my toolshed.	36	2359	02:33:47a
	From	04	2360	02:33:47b
	The Fourteen Fists of McCluskey.	32	2361	02:33:49a
	Yeah.	05	2362	02:33:51a
	That's...	09	2363	02:33:53a
	That's the one.	15	2364	02:33:55a
	Yeah, it still works too.	25	2365	02:33:55b
	Thank God.	10	2366	02:33:58a
	Is everybody okay?	18	2367	02:33:59a
	Well, the fucking hippies aren't,	33	2368	02:34:04a
	that's for goddamn sure.	24	2369	02:34:04b
